order_id	order_date	store_name	pay_method	deliver_date	landed_days	planned_days	cust_id	cust_name	cust_type	city	province	region	product_id	product	category	subcategory	sales	amount	discount	profit	rate	return	satisfied	dt
CN-2022-102135	2022/9/9	燎原店	其它	2022/9/11	2 	1	Cust-12655	涂辉	小型企业	通辽	内蒙古	华北	Prod-10000912	Hamilton_Beach_冰箱_黑色	办公类	器具	6993.84	3	0	387.41	5.54%	0	0	2022
CN-2022-102156	2022/9/9	海恒店	微信	2022/9/14	5 	5	Cust-19480	佘巧	消费者	宿州	安徽	华东	Prod-10003809	Office_Star_摇椅_红色	家具类	椅子	2630.32	4	0	130.205	4.95%	0	0	2022
CN-2022-102148	2022/9/9	众兴店	其它	2022/9/14	5 	5	Cust-19480	佘巧	消费者	宿州	安徽	华东	Prod-10003385	Elite_剪刀_工业	办公类	用品	338.1	3	0	16.33	4.83%	0	0	2022
CN-2022-102149	2022/9/9	众兴店	信用卡	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10003663	Eldon_框架_一包多件	家具类	用具	1628.34	3	0	77.42	4.75%	0	0	2022
CN-2022-102151	2022/9/9	众兴店	信用卡	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10002738	爱普生_电话_耐用	技术类	设备	2648.94	7	0	103.99	3.93%	0	0	2022
CN-2022-102153	2022/9/9	庐江店	其它	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10001978	Stanley_铅笔刀_蓝色	办公类	美术	809.48	7	0	31.398	3.88%	0	0	2022
CN-2022-102157	2022/9/9	众兴店	信用卡	2022/9/15	6 	6	Cust-13735	潘荷	小型企业	上海	上海	华东	Prod-10000099	Brother_个人复印机_红色	技术类	复印机	1975.26	3	0	70.375	3.56%	0	0	2022
CN-2022-102152	2022/9/9	人民店	信用卡	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10000997	Boston_钢笔_整包	办公类	美术	202.86	3	0	6.942	3.42%	0	0	2022
CN-2022-102154	2022/9/9	庐江店	其它	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10001581	SAFCO_沙滩椅_红色	家具类	椅子	1845.76	8	0	60.015	3.25%	0	0	2022
CN-2022-102141	2022/9/9	人民店	微信	2022/9/13	4 	4	Cust-17770	廖乐	消费者	保定	河北	华北	Prod-10002430	Rogers_文件车_单宽度	办公类	收纳具	1321.88	2	0	42.658	3.23%	0	0	2022
CN-2022-102145	2022/9/9	众兴店	微信	2022/9/13	4 	4	Cust-19075	邵鹏	消费者	深圳	广东	中南	Prod-10002631	Stockwell_橡皮筋_金属	办公类	系固件	227.64	3	0	7.316	3.21%	0	0	2022
CN-2022-102137	2022/9/9	金寨店	信用卡	2022/9/12	3 	1	Cust-10450	卢壁	消费者	盐城	江苏	华东	Prod-10003967	Eldon_相框_优质	家具类	用具	1323.7	5	0	40.924	3.09%	0	0	2022
CN-2022-102138	2022/9/9	定远店	信用卡	2022/9/12	3 	1	Cust-20080	邱升	消费者	海林	黑龙江	东北	Prod-10001901	Acco_孔加固材料_回收	办公类	装订机	98.28	3	0	2.744	2.79%	0	0	2022
CN-2022-102140	2022/9/9	金寨店	信用卡	2022/9/13	4 	4	Cust-17770	廖乐	消费者	保定	河北	华北	Prod-10000619	Avery_可去除的标签_耐用	办公类	标签	51.94	1	0	1.39625	2.69%	0	0	2022
CN-2022-102146	2022/9/9	海恒店	微信	2022/9/13	4 	4	Cust-19075	邵鹏	消费者	深圳	广东	中南	Prod-10004959	Smead_合法证物标签_可调	办公类	标签	84	2	0	2.21	2.63%	0	0	2022
CN-2022-102142	2022/9/9	长泰店	其它	2022/9/13	4 	4	Cust-19075	邵鹏	消费者	深圳	广东	中南	Prod-10004488	Eldon_灯泡_一包多件	家具类	用具	235.76	2	0	6.1075	2.59%	0	0	2022
CN-2022-102155	2022/9/9	庐江店	其它	2022/9/14	5 	5	Cust-19480	佘巧	消费者	宿州	安徽	华东	Prod-10001091	Kraft_商业信封_回收	办公类	信封	213.36	3	0	5.014	2.35%	0	0	2022
CN-2022-102150	2022/9/9	临泉店	微信	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10002552	Wilson_Jones_装订机_回收	办公类	装订机	312.2	5	0	6.254	2.00%	0	0	2022
CN-2022-102144	2022/9/9	燎原店	信用卡	2022/9/13	4 	4	Cust-17770	廖乐	消费者	保定	河北	华北	Prod-10001505	Cardinal_孔加固材料_回收	办公类	装订机	53.2	2	0	0.68	1.28%	0	0	2022
CN-2022-102139	2022/9/9	长泰店	支付宝	2022/9/13	4 	4	Cust-17770	廖乐	消费者	保定	河北	华北	Prod-10003884	Hon_扶手椅_可调	家具类	椅子	5791.338	3	0.1	-23.86	-0.41%	0	0	2022
CN-2022-102147	2022/9/9	长泰店	信用卡	2022/9/14	5 	5	Cust-20500	邓姝	消费者	石家庄	河北	华北	Prod-10002272	Barricks_培训桌_黑色	家具类	桌子	6684.3	6	0.25	-57.18	-0.86%	0	0	2022
CN-2022-102136	2022/9/9	长泰店	信用卡	2022/9/12	3 	1	Cust-20080	邱升	消费者	海林	黑龙江	东北	Prod-10001165	Sanford_铅笔刀_混合尺寸	办公类	美术	216.608	2	0.2	-9.135	-4.22%	0	0	2022
CN-2022-102132	2022/9/8	临泉店	信用卡	2022/9/12	4 	4	Cust-14215	葛欢	公司	营口	辽宁	东北	Prod-10003670	Rubvermaid_门挡_一包多件	家具类	用具	204.68	1	0	11.26	5.50%	0	0	2022
CN-2022-102134	2022/9/8	临泉店	微信	2022/9/13	5 	5	Cust-19120	夏平	消费者	大同	安徽	华东	Prod-10003555	Sauder_柜_金属	家具类	书架	930.384	2	0.4	37.585	4.04%	0	0	2022
CN-2022-102131	2022/9/8	定远店	信用卡	2022/9/12	4 	4	Cust-19990	邵绅	消费者	北京	北京	华北	Prod-10004730	Sauder_书架_金属	家具类	书架	1365.28	2	0	47.398	3.47%	0	0	2022
CN-2022-102130	2022/9/8	众兴店	信用卡	2022/9/11	3 	3	Cust-21565	邵伟	公司	夏镇	山东	华东	Prod-10004161	Kleencut_修剪器_工业	办公类	用品	1004.5	5	0	33.898	3.37%	0	0	2022
CN-2022-102133	2022/9/8	长泰店	支付宝	2022/9/12	4 	4	Cust-14215	葛欢	公司	营口	辽宁	东北	Prod-10003198	Sanford_铅笔刀_蓝色	办公类	美术	241.08	2	0	7.944	3.30%	0	0	2022
CN-2022-102128	2022/9/7	长泰店	微信	2022/9/10	3 	1	Cust-11545	唐忠	公司	莎车	新疆	西北	Prod-10000866	Jiffy_外皮和封条_银色	办公类	信封	313.74	3	0	14.99	4.78%	0	0	2022
CN-2022-102129	2022/9/7	燎原店	其它	2022/9/12	5 	5	Cust-19015	姚柏	消费者	武穴	湖北	中南	Prod-10002546	Acco_装订机_回收	办公类	装订机	477.708	11	0.4	16.14	3.38%	0	0	2022
CN-2022-102122	2022/9/6	众兴店	信用卡	2022/9/10	4 	4	Cust-17320	楚丽丽	小型企业	邓州	河南	中南	Prod-10002267	Advantus_分层置放架_优质	家具类	用具	466.48	4	0	24.44	5.24%	0	0	2022
CN-2022-102125	2022/9/6	人民店	微信	2022/9/10	4 	4	Cust-17320	楚丽丽	小型企业	邓州	河南	中南	Prod-10000246	贝尔金_记忆卡_可编程	技术类	配件	2713.9	5	0	107.195	3.95%	0	0	2022
CN-2022-102126	2022/9/6	燎原店	其它	2022/9/10	4 	4	Cust-17320	楚丽丽	小型企业	邓州	河南	中南	Prod-10004262	Advantus_回形针_混合尺寸	办公类	系固件	106.4	2	0	3.93625	3.70%	0	0	2022
CN-2022-102124	2022/9/6	人民店	信用卡	2022/9/10	4 	4	Cust-17320	楚丽丽	小型企业	邓州	河南	中南	Prod-10002197	宜家_搁架_金属	家具类	书架	3169.6	4	0	117.02	3.69%	0	0	2022
CN-2022-102127	2022/9/6	海恒店	微信	2022/9/12	6 	6	Cust-19150	麦平	消费者	长沙	湖南	中南	Prod-10001777	摩托罗拉_办公室电话机_整包	技术类	电话	670.6	2	0	24.3675	3.63%	0	0	2022
CN-2022-102123	2022/9/6	长泰店	信用卡	2022/9/10	4 	4	Cust-17320	楚丽丽	小型企业	邓州	河南	中南	Prod-10002403	StarTech_卡片打印机_多色	技术类	设备	1526	2	0	34.646	2.27%	0	0	2022
CN-2022-102111	2022/9/5	燎原店	信用卡	2022/9/9	4 	4	Cust-11770	巩达侠	消费者	合肥	安徽	华东	Prod-10004787	佳能_墨水_红色	技术类	复印机	4069.8	6	0	217.83	5.35%	0	0	2022
CN-2022-102117	2022/9/5	众兴店	微信	2022/9/9	4 	4	Cust-11770	巩达侠	消费者	合肥	安徽	华东	Prod-10000548	Avery_孔加固材料_实惠	办公类	装订机	102.9	5	0	4.864	4.73%	0	0	2022
CN-2022-102113	2022/9/5	众兴店	其它	2022/9/9	4 	4	Cust-11770	巩达侠	消费者	合肥	安徽	华东	Prod-10003306	Hewlett_传真复印机_每套两件	技术类	复印机	2700.18	3	0	127.17	4.71%	0	0	2022
CN-2022-102116	2022/9/5	定远店	信用卡	2022/9/9	4 	4	Cust-11770	巩达侠	消费者	合肥	安徽	华东	Prod-10000720	Bush_柜_白色	家具类	书架	3404.1	5	0	143.59	4.22%	0	0	2022
CN-2022-102110	2022/9/5	庐江店	微信	2022/9/8	3 	1	Cust-13240	许根基	小型企业	塘沽	天津	华北	Prod-10004257	Jiffy_局间信封_每套_50_个	办公类	信封	433.44	2	0	18.22	4.20%	0	0	2022
CN-2022-102119	2022/9/5	人民店	其它	2022/9/10	5 	5	Cust-10030	贾嫒	公司	济宁	内蒙古	华北	Prod-10000574	Sanford_记号笔_金属	办公类	美术	228.76	2	0	8.848	3.87%	0	0	2022
CN-2022-102121	2022/9/5	人民店	微信	2022/9/10	5 	5	Cust-10030	贾嫒	公司	济宁	内蒙古	华北	Prod-10000328	SanDisk_计划信息表_每包_12_个	办公类	纸张	260.96	2	0	9.522	3.65%	0	0	2022
CN-2022-102115	2022/9/5	金寨店	微信	2022/9/9	4 	4	Cust-18295	刘明	公司	上海	上海	华东	Prod-10003060	Kraft_邮寄品_回收	办公类	信封	850.5	5	0	31.025	3.65%	0	0	2022
CN-2022-102107	2022/9/5	众兴店	其它	2022/9/5	0 	0	Cust-12070	巩德	小型企业	周口	河南	中南	Prod-10000751	Deflect-O_门挡_耐用	家具类	用具	344.232	3	0.4	10.77	3.13%	0	0	2022
CN-2022-102114	2022/9/5	庐江店	其它	2022/9/9	4 	4	Cust-18295	刘明	公司	上海	上海	华东	Prod-10004327	Novimex_文件夹标签_可调	办公类	标签	200.9	7	0	6.236	3.10%	0	0	2022
CN-2022-102118	2022/9/5	海恒店	其它	2022/9/9	4 	4	Cust-18295	刘明	公司	上海	上海	华东	Prod-10003619	Sauder_书库_传统	家具类	书架	3617.88	2	0	109.84	3.04%	0	0	2022
CN-2022-102112	2022/9/5	定远店	其它	2022/9/9	4 	4	Cust-11770	巩达侠	消费者	合肥	安徽	华东	Prod-10004788	Brother_个人复印机_数字化	技术类	复印机	1995.42	3	0	43.304	2.17%	0	0	2022
CN-2022-102108	2022/9/5	长泰店	信用卡	2022/9/6	1 	1	Cust-17860	戴珑	公司	宜城	湖北	中南	Prod-10004566	宜家_柜_金属	家具类	书架	2383.92	6	0.4	51.042	2.14%	0	0	2022
CN-2022-102120	2022/9/5	长泰店	支付宝	2022/9/10	5 	5	Cust-10030	贾嫒	公司	济宁	内蒙古	华北	Prod-10001801	Bevis_电脑桌_黑色	家具类	桌子	22500.66	13	0.25	-35.07	-0.16%	0	0	2022
CN-2022-102109	2022/9/5	燎原店	微信	2022/9/6	1 	1	Cust-17860	戴珑	公司	宜城	湖北	中南	Prod-10004278	Hamilton_Beach_搅拌机_白色	办公类	器具	968.52	5	0.4	-8.86	-0.91%	0	0	2022
CN-2022-102101	2022/9/4	人民店	其它	2022/9/8	4 	4	Cust-11725	陶聪	消费者	天津	天津	华北	Prod-10003039	Acme_开信刀_锯齿状	办公类	用品	376.74	3	0	22.13	5.87%	0	0	2022
CN-2022-102099	2022/9/4	众兴店	其它	2022/9/7	3 	1	Cust-17935	程蔓楚	消费者	石家庄	河北	华北	Prod-10004671	Enermax_信纸_优质	办公类	纸张	2857.4	13	0	160.63	5.62%	0	0	2022
CN-2022-102105	2022/9/4	海恒店	信用卡	2022/9/9	5 	5	Cust-21910	戴武	消费者	宁海	山东	华东	Prod-10000413	Hewlett_传真复印机_红色	技术类	复印机	3566.64	4	0	184.74	5.18%	0	0	2022
CN-2022-102102	2022/9/4	燎原店	信用卡	2022/9/8	4 	4	Cust-11725	陶聪	消费者	天津	天津	华北	Prod-10002081	Hamilton_Beach_炉灶_白色	办公类	器具	7566.72	3	0	321.47	4.25%	0	0	2022
CN-2022-102100	2022/9/4	临泉店	其它	2022/9/7	3 	1	Cust-17935	程蔓楚	消费者	石家庄	河北	华北	Prod-10003861	Avery_打孔机_实惠	办公类	装订机	1040.48	8	0	37.272	3.58%	0	0	2022
CN-2022-102098	2022/9/4	临泉店	其它	2022/9/7	3 	1	Cust-17935	程蔓楚	消费者	石家庄	河北	华北	Prod-10000814	Cameo_商业信封_红色	办公类	信封	956.2	10	0	22.316	2.33%	0	0	2022
CN-2022-102104	2022/9/4	人民店	微信	2022/9/9	5 	5	Cust-21910	戴武	消费者	宁海	山东	华东	Prod-10004317	Novimex_圆形标签_耐用	办公类	标签	124.32	4	0	2.894	2.33%	0	0	2022
CN-2022-102103	2022/9/4	海恒店	其它	2022/9/9	5 	5	Cust-21910	戴武	消费者	宁海	山东	华东	Prod-10001319	Eaton_令_回收	办公类	纸张	246.96	2	0	5.568	2.25%	0	0	2022
CN-2022-102106	2022/9/4	定远店	信用卡	2022/9/11	7 	6	Cust-10555	彭博	公司	朝阳	辽宁	东北	Prod-10003425	GlobeWeis_马尼拉纸信封_红色	办公类	信封	433.02	3	0	8.868	2.05%	0	0	2022
CN-2022-102097	2022/9/3	长泰店	支付宝	2022/9/5	2 	3	Cust-19600	林青	消费者	哈尔滨	黑龙江	东北	Prod-10003558	SanDisk_闪存驱动器_可编程	技术类	配件	1723.68	9	0	58.244	3.38%	0	0	2022
CN-2022-102094	2022/9/2	长泰店	支付宝	2022/9/4	2 	3	Cust-19825	苏晒明	消费者	通辽	内蒙古	华北	Prod-10003902	Memorex_闪存驱动器_可编程	技术类	配件	432.6	3	0	18.61	4.30%	0	0	2022
CN-2022-102092	2022/9/2	临泉店	其它	2022/9/2	0 	0	Cust-14470	邓惠	消费者	南岔	黑龙江	东北	Prod-10002246	Novimex_沙滩椅_每套两件	家具类	椅子	449.96	2	0	15.87	3.53%	0	0	2022
CN-2022-102095	2022/9/2	人民店	其它	2022/9/4	2 	3	Cust-19825	苏晒明	消费者	通辽	内蒙古	华北	Prod-10002616	Eaton_信纸_每包_12_个	办公类	纸张	230.16	1	0	8.115	3.53%	0	0	2022
CN-2022-102093	2022/9/2	临泉店	支付宝	2022/9/4	2 	3	Cust-19825	苏晒明	消费者	通辽	内蒙古	华北	Prod-10004408	Rubvermaid_门挡_耐用	家具类	用具	1143.24	6	0	28.948	2.53%	0	0	2022
CN-2022-102096	2022/9/2	金寨店	支付宝	2022/9/7	5 	5	Cust-16990	谷莲	公司	上海	上海	华东	Prod-10001917	Kraft_局间信封_每套_50_个	办公类	信封	437.92	2	0	9.348	2.13%	0	0	2022
CN-2022-102084	2022/9/1	金寨店	其它	2022/9/6	5 	5	Cust-18310	柳明	小型企业	沈阳	辽宁	东北	Prod-10002508	Fellowes_锁柜_单宽度	办公类	收纳具	3870.72	4	0	215.55	5.57%	0	0	2022
CN-2022-102087	2022/9/1	长泰店	微信	2022/9/6	5 	5	Cust-14335	马惠英	公司	仪征	江苏	华东	Prod-10000831	Binney_&_Smith_钢笔_金属	办公类	美术	431.2	7	0	20.775	4.82%	0	0	2022
CN-2022-102083	2022/9/1	长泰店	支付宝	2022/9/6	5 	5	Cust-19675	曹琼	小型企业	深圳	广东	中南	Prod-10001162	Enermax_令_每包_12_个	办公类	纸张	304.36	2	0	13.79	4.53%	0	0	2022
CN-2022-102090	2022/9/1	金寨店	信用卡	2022/9/7	6 	6	Cust-16345	洪黎明	消费者	南宁	广西	中南	Prod-10001238	Avery_合法证物标签_耐用	办公类	标签	273.7	5	0	12.325	4.50%	0	0	2022
CN-2022-102080	2022/9/1	众兴店	信用卡	2022/9/6	5 	5	Cust-21040	冯婷	小型企业	石嘴山	宁夏	西北	Prod-10002092	Memorex_记忆卡_耐用	技术类	配件	1912.96	4	0	81.775	4.27%	0	0	2022
CN-2022-102077	2022/9/1	人民店	信用卡	2022/9/4	3 	3	Cust-21160	付涛	公司	石家庄	河北	华北	Prod-10002634	BIC_钢笔_整包	办公类	美术	475.3	7	0	19.74	4.15%	0	0	2022
CN-2022-102081	2022/9/1	海恒店	信用卡	2022/9/6	5 	5	Cust-14335	马惠英	公司	仪征	江苏	华东	Prod-10003289	Tenex_搁板_单宽度	办公类	收纳具	765.66	3	0	30.006	3.92%	0	0	2022
CN-2022-102091	2022/9/1	临泉店	微信	2022/9/7	6 	6	Cust-16345	洪黎明	消费者	南宁	广西	中南	Prod-10000331	Advantus_门挡_一包多件	家具类	用具	420.84	2	0	15.43	3.67%	0	0	2022
CN-2022-102075	2022/9/1	燎原店	支付宝	2022/9/3	2 	1	Cust-16705	陈立	小型企业	三亚	海南	中南	Prod-10003079	Acco_标签_实惠	办公类	装订机	120.12	3	0	4.3975	3.66%	0	0	2022
CN-2022-102086	2022/9/1	庐江店	微信	2022/9/6	5 	5	Cust-14335	马惠英	公司	仪征	江苏	华东	Prod-10003268	Hamilton_Beach_搅拌机_红色	办公类	器具	994.56	3	0	34.428	3.46%	0	0	2022
CN-2022-102068	2022/9/1	庐江店	信用卡	2022/9/2	1 	1	Cust-19300	龙谦	消费者	汪清	吉林	东北	Prod-10001520	Hon_可去除的标签_白色	办公类	标签	143.64	3	0	4.904	3.41%	0	0	2022
CN-2022-102076	2022/9/1	海恒店	信用卡	2022/9/3	2 	3	Cust-19255	邱谦	消费者	成都	四川	西南	Prod-10002100	Stiletto_开信刀_锯齿状	办公类	用品	117.04	1	0	3.79125	3.24%	0	0	2022
CN-2022-102066	2022/9/1	人民店	微信	2022/9/1	0 	0	Cust-15985	薛磊	消费者	蛟河	吉林	东北	Prod-10003069	KitchenAid_咖啡研磨机_银色	办公类	器具	1329.44	4	0	42.51	3.20%	0	0	2022
CN-2022-102071	2022/9/1	人民店	支付宝	2022/9/3	2 	3	Cust-20275	韦实	消费者	北京	北京	华北	Prod-10000676	SAFCO_椅垫_可调	家具类	椅子	1046.808	6	0.4	31.352	3.00%	0	0	2022
CN-2022-102082	2022/9/1	众兴店	信用卡	2022/9/6	5 	5	Cust-19675	曹琼	小型企业	深圳	广东	中南	Prod-10003952	柯尼卡_卡片打印机_白色	技术类	设备	1620.08	2	0	47.864	2.95%	0	0	2022
CN-2022-102085	2022/9/1	人民店	其它	2022/9/6	5 	5	Cust-18310	柳明	小型企业	沈阳	辽宁	东北	Prod-10002321	Novimex_椅垫_可调	家具类	椅子	494.172	3	0.4	14.52	2.94%	0	0	2022
CN-2022-102088	2022/9/1	庐江店	微信	2022/9/6	5 	5	Cust-19675	曹琼	小型企业	深圳	广东	中南	Prod-10000041	Advantus_框架_耐用	家具类	用具	1514.1	3	0	42.436	2.80%	0	0	2022
CN-2022-102065	2022/9/1	人民店	微信	2022/9/1	0 	0	Cust-15985	薛磊	消费者	蛟河	吉林	东北	Prod-10001394	Avery_订书机_实惠	办公类	装订机	911.68	4	0	20.386	2.24%	0	0	2022
CN-2022-102079	2022/9/1	临泉店	信用卡	2022/9/4	3 	3	Cust-21160	付涛	公司	石家庄	河北	华北	Prod-10000619	贝尔金_闪存驱动器_耐用	技术类	配件	393.4	2	0	8.572	2.18%	0	0	2022
CN-2022-102078	2022/9/1	金寨店	微信	2022/9/4	3 	1	Cust-20485	苏姝	小型企业	姜堰	江苏	华东	Prod-10000073	摩托罗拉_信号增强器_混合尺寸	技术类	电话	1362.48	2	0	28.648	2.10%	0	0	2022
CN-2022-102070	2022/9/1	定远店	微信	2022/9/2	1 	1	Cust-19300	龙谦	消费者	汪清	吉林	东北	Prod-10002945	Breville_微波炉_黑色	办公类	器具	2529.576	3	0.4	-13.74	-0.54%	0	0	2022
CN-2022-102069	2022/9/1	庐江店	信用卡	2022/9/2	1 	1	Cust-19300	龙谦	消费者	汪清	吉林	东北	Prod-10002057	Binney_&_Smith_画布_整包	办公类	美术	144.564	3	0.8	-1.583	-1.10%	0	0	2022
CN-2022-102067	2022/9/1	海恒店	其它	2022/9/2	1 	1	Cust-19300	龙谦	消费者	汪清	吉林	东北	Prod-10004892	Advantus_分层置放架_黑色	家具类	用具	221.508	3	0.4	-3.83	-1.73%	0	0	2022
CN-2022-102089	2022/9/1	定远店	信用卡	2022/9/6	5 	5	Cust-18310	柳明	小型企业	沈阳	辽宁	东北	Prod-10003114	Advantus_闹钟_一包多件	家具类	用具	720.3	5	0.4	-14.78	-2.05%	0	0	2022
CN-2022-102073	2022/9/1	海恒店	微信	2022/9/3	2 	3	Cust-20275	韦实	消费者	北京	北京	华北	Prod-10002368	Office_Star_扶手椅_红色	家具类	椅子	3926.412	3	0.4	-89.33	-2.28%	0	0	2022
CN-2022-102074	2022/9/1	金寨店	其它	2022/9/3	2 	3	Cust-20275	韦实	消费者	北京	北京	华北	Prod-10004126	Novimex_折叠椅_黑色	家具类	椅子	2457.84	11	0.4	-75.88	-3.09%	0	0	2022
CN-2022-102072	2022/9/1	长泰店	信用卡	2022/9/3	2 	3	Cust-20275	韦实	消费者	北京	北京	华北	Prod-10004714	Sauder_柜_传统	家具类	书架	466.704	1	0.4	-17.35	-3.72%	0	0	2022
CN-2022-102059	2022/8/31	众兴店	信用卡	2022/9/4	4 	4	Cust-13165	毛刚	消费者	启东	江苏	华东	Prod-10001674	Jiffy_外皮和封条_红色	办公类	信封	219.8	2	0	8.578	3.90%	0	0	2022
CN-2022-102063	2022/8/31	庐江店	信用卡	2022/9/5	5 	5	Cust-11005	徐婵	小型企业	林口	黑龙江	东北	Prod-10000859	Hewlett_复印机_数字化	技术类	复印机	1228.78	1	0	41.938	3.41%	0	0	2022
CN-2022-102060	2022/8/31	金寨店	信用卡	2022/9/4	4 	4	Cust-13165	毛刚	消费者	启东	江苏	华东	Prod-10004481	Enermax_记忆卡_耐用	技术类	配件	1604.4	3	0	54.258	3.38%	0	0	2022
CN-2022-102061	2022/8/31	金寨店	其它	2022/9/5	5 	5	Cust-11005	徐婵	小型企业	林口	黑龙江	东北	Prod-10000736	KitchenAid_冰箱_红色	办公类	器具	14782.32	6	0	359.48	2.43%	0	0	2022
CN-2022-102064	2022/8/31	定远店	微信	2022/9/5	5 	5	Cust-11005	徐婵	小型企业	林口	黑龙江	东北	Prod-10000762	摩托罗拉_充电器_全尺寸	技术类	电话	18031.44	6	0	430.14	2.39%	0	0	2022
CN-2022-102062	2022/8/31	金寨店	信用卡	2022/9/5	5 	5	Cust-11005	徐婵	小型企业	林口	黑龙江	东北	Prod-10001207	Office_Star_扶手椅_可调	家具类	椅子	19736.64	10	0.1	327.51	1.66%	0	0	2022
CN-2022-102054	2022/8/30	庐江店	支付宝	2022/9/4	5 	5	Cust-11830	韦达侠	公司	天津	天津	华北	Prod-10001595	Office_Star_凳子_红色	家具类	椅子	2435.16	3	0	128.48	5.28%	0	0	2022
CN-2022-102055	2022/8/30	庐江店	支付宝	2022/9/4	5 	5	Cust-11830	韦达侠	公司	天津	天津	华北	Prod-10001942	Fellowes_文件车_金属	办公类	收纳具	1272.88	2	0	49.612	3.90%	0	0	2022
CN-2022-102056	2022/8/30	临泉店	其它	2022/9/5	6 	6	Cust-21550	彭伟	小型企业	广元	四川	西南	Prod-10004310	Jiffy_马尼拉纸信封_红色	办公类	信封	551.6	4	0	18.71	3.39%	0	0	2022
CN-2022-102057	2022/8/30	人民店	其它	2022/9/5	6 	6	Cust-21550	彭伟	小型企业	广元	四川	西南	Prod-10000463	Binney_&_Smith_钢笔_蓝色	办公类	美术	267.456	6	0.2	8.234	3.08%	0	0	2022
CN-2022-102058	2022/8/30	燎原店	信用卡	2022/9/5	6 	6	Cust-21550	彭伟	小型企业	广元	四川	西南	Prod-10000194	SanDisk_备忘录便条_每包_12_个	办公类	纸张	887.04	9	0	22.23875	2.51%	0	0	2022
CN-2022-102053	2022/8/30	人民店	信用卡	2022/9/1	2 	1	Cust-10630	樊彩	小型企业	无锡	江苏	华东	Prod-10001666	SanDisk_键区_回收	技术类	配件	1736.56	7	0	39.45	2.27%	0	0	2022
CN-2022-102043	2022/8/29	庐江店	其它	2022/9/2	4 	4	Cust-10435	肖壁	小型企业	兖州	山东	华东	Prod-10004528	Bush_书库_白色	家具类	书架	3423.84	2	0	177.65	5.19%	0	0	2022
CN-2022-102044	2022/8/29	长泰店	微信	2022/9/2	4 	4	Cust-21805	孙雯	公司	厦门	福建	华东	Prod-10003033	StarTech_喷墨打印机_耐用	技术类	设备	4226.46	3	0	211.85	5.01%	0	0	2022
CN-2022-102051	2022/8/29	海恒店	其它	2022/9/3	5 	5	Cust-17830	钱珑	消费者	哈尔滨	黑龙江	东北	Prod-10004926	Hewlett_传真复印机_彩色	技术类	复印机	6347.46	7	0	307.11	4.84%	0	0	2022
CN-2022-102037	2022/8/29	海恒店	支付宝	2022/9/2	4 	4	Cust-10435	肖壁	小型企业	兖州	山东	华东	Prod-10003943	BIC_铅笔刀_混合尺寸	办公类	美术	600.88	4	0	28.86	4.80%	0	0	2022
CN-2022-102041	2022/8/29	临泉店	信用卡	2022/9/2	4 	4	Cust-10435	肖壁	小型企业	兖州	山东	华东	Prod-10000050	Brother_复印机_彩色	技术类	复印机	3692.22	3	0	162.22	4.39%	0	0	2022
CN-2022-102047	2022/8/29	临泉店	信用卡	2022/9/3	5 	5	Cust-10600	贾彩	公司	福州	福建	华东	Prod-10003545	Tenex_相框_优质	家具类	用具	1177.4	5	0	43.178	3.67%	0	0	2022
CN-2022-102050	2022/8/29	临泉店	微信	2022/9/3	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10004559	SAFCO_折叠椅_可调	家具类	椅子	1646.4	4	0	59.634	3.62%	0	0	2022
CN-2022-102039	2022/8/29	海恒店	信用卡	2022/9/2	4 	4	Cust-18385	武明媚	消费者	埠河	湖北	中南	Prod-10004866	Kraft_马尼拉纸信封_红色	办公类	信封	700.7	5	0	24.905	3.55%	0	0	2022
CN-2022-102038	2022/8/29	人民店	其它	2022/9/2	4 	4	Cust-21805	孙雯	公司	厦门	福建	华东	Prod-10003697	Acme_尺子_钢	办公类	用品	375.9	5	0	13.295	3.54%	0	0	2022
CN-2022-102048	2022/8/29	众兴店	信用卡	2022/9/3	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10004705	Harbour_Creations_合法证物标签_可调	办公类	标签	165.2	4	0	5.57375	3.37%	0	0	2022
CN-2022-102042	2022/8/29	庐江店	微信	2022/9/2	4 	4	Cust-10435	肖壁	小型企业	兖州	山东	华东	Prod-10004733	Avery_有色标签_白色	办公类	标签	124.04	2	0	4.178	3.37%	0	0	2022
CN-2022-102046	2022/8/29	定远店	其它	2022/9/2	4 	4	Cust-13735	潘荷	小型企业	上海	上海	华东	Prod-10000676	SAFCO_椅垫_可调	家具类	椅子	523.404	3	0.4	14.86	2.84%	0	0	2022
CN-2022-102052	2022/8/29	长泰店	其它	2022/9/3	5 	5	Cust-16570	郝立勤	消费者	宜春	江西	华东	Prod-10002724	Sauder_墙角架_白色	家具类	书架	699.16	1	0	18.61	2.66%	0	0	2022
